ts_local,weekday,hour,is_weekend,activity_level,lambda_ci,checkins,checkouts,cardio_sessions,strength_sessions,other_sessions,avg_session_min
2025-09-11 15:00:00,3,15,False,high,19,16,15,7,5,4,55.9
2025-09-11 16:00:00,3,16,False,high,18,18,17,8,5,5,63.8
2025-09-11 17:00:00,3,17,False,high,13,10,10,5,3,2,59.8
2025-09-11 18:00:00,3,18,False,high,23,19,18,10,6,3,62.0
2025-09-11 19:00:00,3,19,False,high,19,23,21,10,9,4,53.6
2025-09-11 20:00:00,3,20,False,high,15,13,12,5,4,4,65.3
2025-09-11 21:00:00,3,21,False,high,12,9,9,4,4,1,49.0
2025-09-11 22:00:00,3,22,False,high,17,15,15,8,6,1,55.3
2025-09-12 06:00:00,4,6,False,high,19,16,16,8,6,2,64.8
2025-09-12 07:00:00,4,7,False,high,15,12,11,5,5,2,56.7
2025-09-12 08:00:00,4,8,False,high,22,18,18,7,8,3,78.0
2025-09-12 09:00:00,4,9,False,high,22,21,19,8,10,3,57.3
2025-09-12 10:00:00,4,10,False,high,22,23,21,13,9,1,60.9
2025-09-12 11:00:00,4,11,False,high,16,18,18,10,6,2,46.9
2025-09-12 12:00:00,4,12,False,high,12,13,13,7,5,1,63.5
2025-09-12 13:00:00,4,13,False,high,18,15,14,8,7,0,74.3
2025-09-12 14:00:00,4,14,False,high,15,18,16,9,6,3,75.2
2025-09-12 15:00:00,4,15,False,high,6,5,5,2,2,1,45.8
2025-09-12 16:00:00,4,16,False,high,9,7,6,3,2,2,50.6
2025-09-12 17:00:00,4,17,False,high,19,22,20,12,7,3,46.5
2025-09-12 18:00:00,4,18,False,high,23,26,24,13,10,3,65.1
2025-09-12 19:00:00,4,19,False,high,17,11,9,6,4,1,57.6
2025-09-12 20:00:00,4,20,False,high,12,10,8,5,3,2,60.0
2025-09-12 21:00:00,4,21,False,high,23,21,19,10,6,5,67.0
2025-09-12 22:00:00,4,22,False,high,20,29,27,16,10,3,60.3
2025-09-13 06:00:00,5,6,True,high,14,22,22,9,10,3,57.0
2025-09-13 07:00:00,5,7,True,high,7,7,6,3,2,2,49.1
2025-09-13 08:00:00,5,8,True,high,14,17,15,8,6,3,63.5
2025-09-13 09:00:00,5,9,True,high,19,20,18,9,7,4,61.3
2025-09-13 10:00:00,5,10,True,high,15,6,5,3,2,1,43.9
2025-09-13 11:00:00,5,11,True,high,16,22,20,13,6,3,52.2
2025-09-13 12:00:00,5,12,True,high,8,9,7,4,3,2,37.5
2025-09-13 13:00:00,5,13,True,high,17,12,12,5,4,3,80.5
2025-09-13 14:00:00,5,14,True,high,14,15,13,7,5,3,40.2
2025-09-13 15:00:00,5,15,True,high,8,12,10,6,5,1,53.4
2025-09-13 16:00:00,5,16,True,high,16,16,14,7,6,3,65.6
2025-09-13 17:00:00,5,17,True,high,10,13,12,5,4,4,41.5
2025-09-13 18:00:00,5,18,True,high,18,18,16,8,7,3,49.6
2025-09-13 19:00:00,5,19,True,high,15,12,12,5,4,3,59.3
2025-09-13 20:00:00,5,20,True,high,12,9,9,4,2,3,57.0
2025-09-13 21:00:00,5,21,True,high,14,16,14,7,6,3,50.9
2025-09-13 22:00:00,5,22,True,high,16,18,17,8,6,4,60.9
2025-09-14 06:00:00,6,6,True,high,14,19,17,10,7,2,65.1
2025-09-14 07:00:00,6,7,True,high,17,16,15,9,7,0,69.2
2025-09-14 08:00:00,6,8,True,high,18,17,16,8,7,2,46.8
2025-09-14 09:00:00,6,9,True,high,15,18,16,10,8,0,65.4
2025-09-14 10:00:00,6,10,True,high,11,7,7,3,2,2,61.0
2025-09-14 11:00:00,6,11,True,high,12,14,12,6,6,2,54.0
2025-09-14 12:00:00,6,12,True,high,13,11,11,5,5,1,55.2
2025-09-14 13:00:00,6,13,True,high,19,13,11,7,4,2,62.0
2025-09-14 14:00:00,6,14,True,high,18,12,10,5,4,3,60.9
2025-09-14 15:00:00,6,15,True,high,19,22,22,10,8,4,76.7
2025-09-14 16:00:00,6,16,True,high,22,14,12,5,6,3,64.4
2025-09-14 17:00:00,6,17,True,high,13,14,13,6,5,3,51.2
2025-09-14 18:00:00,6,18,True,high,19,23,21,11,7,5,46.9
2025-09-14 19:00:00,6,19,True,high,11,11,10,4,4,3,46.7
2025-09-14 20:00:00,6,20,True,high,18,19,19,8,8,3,61.3
2025-09-14 21:00:00,6,21,True,high,14,13,13,7,5,1,68.4
2025-09-14 22:00:00,6,22,True,high,18,19,19,9,7,3,56.8
2025-09-15 06:00:00,0,6,False,high,12,6,4,3,2,1,61.6
2025-09-15 07:00:00,0,7,False,high,9,7,6,3,2,2,59.9
2025-09-15 08:00:00,0,8,False,high,11,9,8,4,3,2,60.0
2025-09-15 09:00:00,0,9,False,high,17,20,18,9,7,4,35.8
2025-09-15 10:00:00,0,10,False,high,7,4,2,1,1,2,46.0
2025-09-15 11:00:00,0,11,False,high,8,7,5,3,2,2,54.5
2025-09-15 12:00:00,0,12,False,high,14,10,9,5,3,2,72.9
2025-09-15 13:00:00,0,13,False,high,25,22,21,9,9,4,50.2
2025-09-15 14:00:00,0,14,False,high,15,18,16,9,8,1,70.1
2025-09-15 15:00:00,0,15,False,high,10,15,15,8,6,1,58.7
2025-09-15 16:00:00,0,16,False,high,18,27,26,12,9,6,46.0
2025-09-15 17:00:00,0,17,False,high,21,23,21,13,10,0,61.8
2025-09-15 18:00:00,0,18,False,high,10,8,7,4,2,2,54.3
2025-09-15 19:00:00,0,19,False,high,14,18,16,8,7,3,44.3
2025-09-15 20:00:00,0,20,False,high,12,8,8,3,3,2,67.2
2025-09-15 21:00:00,0,21,False,high,11,10,8,4,3,3,61.9
2025-09-15 22:00:00,0,22,False,high,13,15,14,7,5,3,58.1
2025-09-16 06:00:00,1,6,False,high,16,12,10,5,4,3,66.1
2025-09-16 07:00:00,1,7,False,high,11,8,7,3,3,2,68.4
2025-09-16 08:00:00,1,8,False,high,10,16,16,7,7,2,73.2
2025-09-16 09:00:00,1,9,False,high,10,16,14,8,7,1,64.1
2025-09-16 10:00:00,1,10,False,high,17,18,17,9,6,3,65.7
2025-09-16 11:00:00,1,11,False,high,12,13,11,7,5,1,54.5
2025-09-16 12:00:00,1,12,False,high,8,5,5,2,2,1,40.2
2025-09-16 13:00:00,1,13,False,high,12,13,11,7,4,2,58.2
2025-09-16 14:00:00,1,14,False,high,10,10,10,5,3,2,54.2
2025-09-16 15:00:00,1,15,False,high,21,15,14,6,7,2,54.7
2025-09-16 16:00:00,1,16,False,high,16,13,12,7,5,1,83.2
2025-09-16 17:00:00,1,17,False,high,16,14,12,8,5,1,69.5
2025-09-16 18:00:00,1,18,False,high,19,19,18,9,8,2,64.4
2025-09-16 19:00:00,1,19,False,high,14,14,13,7,6,1,47.1
2025-09-16 20:00:00,1,20,False,high,11,9,8,4,4,1,51.4
2025-09-16 21:00:00,1,21,False,high,14,15,14,7,7,1,39.3
2025-09-16 22:00:00,1,22,False,high,15,11,11,6,5,0,60.4
2025-09-17 06:00:00,2,6,False,high,13,10,8,5,3,2,52.8
2025-09-17 07:00:00,2,7,False,high,13,12,10,6,5,1,63.6
2025-09-17 08:00:00,2,8,False,high,10,9,7,4,3,2,54.3
2025-09-17 09:00:00,2,9,False,high,19,22,21,12,8,2,51.7
2025-09-17 10:00:00,2,10,False,high,6,6,6,3,2,1,49.7
2025-09-17 11:00:00,2,11,False,high,16,16,15,8,6,2,64.5
2025-09-17 12:00:00,2,12,False,high,6,5,5,2,2,1,51.6
2025-09-17 13:00:00,2,13,False,high,19,20,18,8,6,6,41.9
2025-09-17 14:00:00,2,14,False,high,18,21,20,12,6,3,66.2
2025-09-17 15:00:00,2,15,False,high,26,17,15,8,7,2,65.0
2025-09-17 16:00:00,2,16,False,high,16,10,9,4,3,3,42.6
2025-09-17 17:00:00,2,17,False,high,19,20,20,11,8,1,48.1
2025-09-17 18:00:00,2,18,False,high,10,15,15,7,7,1,44.9
2025-09-17 19:00:00,2,19,False,high,23,20,19,9,6,5,52.8
2025-09-17 20:00:00,2,20,False,high,13,19,18,8,6,5,66.7
2025-09-17 21:00:00,2,21,False,high,6,8,8,4,2,2,69.5
2025-09-17 22:00:00,2,22,False,high,13,19,19,10,6,3,47.7
2025-09-18 06:00:00,3,6,False,high,19,16,14,7,6,3,74.9
2025-09-18 07:00:00,3,7,False,high,13,9,8,4,4,1,51.3
2025-09-18 08:00:00,3,8,False,high,23,17,15,9,7,1,61.8
2025-09-18 09:00:00,3,9,False,high,18,15,13,6,6,3,47.8
2025-09-18 10:00:00,3,10,False,high,12,11,10,5,5,1,50.7
2025-09-18 11:00:00,3,11,False,high,10,11,10,5,5,1,78.8
2025-09-18 12:00:00,3,12,False,high,14,17,15,8,5,4,68.8
2025-09-18 13:00:00,3,13,False,high,13,16,14,8,4,4,73.6
2025-09-18 14:00:00,3,14,False,high,14,14,14,6,5,3,65.1
2025-09-18 15:00:00,3,15,False,high,14,10,8,5,3,2,63.6
2025-09-18 16:00:00,3,16,False,high,8,8,8,3,2,3,62.3
2025-09-18 17:00:00,3,17,False,high,22,24,23,10,11,3,42.8
2025-09-18 18:00:00,3,18,False,high,16,12,10,5,4,3,73.0
2025-09-18 19:00:00,3,19,False,high,17,20,18,10,9,1,64.4
2025-09-18 20:00:00,3,20,False,high,13,17,16,7,8,2,52.2
2025-09-18 21:00:00,3,21,False,high,20,15,13,6,7,2,65.1
2025-09-18 22:00:00,3,22,False,high,16,16,14,8,7,1,34.1
2025-09-19 06:00:00,4,6,False,high,20,18,16,9,7,2,66.9
2025-09-19 07:00:00,4,7,False,high,11,6,5,2,2,2,58.0
2025-09-19 08:00:00,4,8,False,high,15,17,15,8,7,2,52.6
2025-09-19 09:00:00,4,9,False,high,13,12,12,7,5,0,66.4
2025-09-19 10:00:00,4,10,False,high,12,12,11,5,5,2,56.1
2025-09-19 11:00:00,4,11,False,high,9,10,9,4,4,2,68.8
2025-09-19 12:00:00,4,12,False,high,18,20,20,10,8,2,54.2
2025-09-19 13:00:00,4,13,False,high,18,20,19,8,7,5,50.1
2025-09-19 14:00:00,4,14,False,high,28,26,26,10,11,5,61.9
2025-09-19 15:00:00,4,15,False,high,6,4,2,1,1,2,75.2
2025-09-19 16:00:00,4,16,False,high,21,24,24,13,9,2,67.4
2025-09-19 17:00:00,4,17,False,high,17,23,23,10,10,3,72.4
2025-09-19 18:00:00,4,18,False,high,17,13,12,6,6,1,58.8
2025-09-19 19:00:00,4,19,False,high,19,24,23,12,10,2,51.6
2025-09-19 20:00:00,4,20,False,high,17,11,10,4,4,3,66.4
2025-09-19 21:00:00,4,21,False,high,21,20,18,8,7,5,52.5
2025-09-19 22:00:00,4,22,False,high,13,8,7,3,2,3,53.3
2025-09-20 06:00:00,5,6,True,high,16,9,9,4,3,2,43.0
2025-09-20 07:00:00,5,7,True,high,14,14,14,8,6,0,41.4
2025-09-20 08:00:00,5,8,True,high,13,13,12,7,6,0,62.8
2025-09-20 09:00:00,5,9,True,high,10,11,11,5,4,2,42.9
2025-09-20 10:00:00,5,10,True,high,8,12,12,6,5,1,70.8
2025-09-20 11:00:00,5,11,True,high,16,16,14,6,7,3,67.5
2025-09-20 12:00:00,5,12,True,high,18,21,19,9,6,6,55.9
2025-09-20 13:00:00,5,13,True,high,9,4,3,2,1,1,76.1
2025-09-20 14:00:00,5,14,True,high,12,13,11,7,5,1,53.3
2025-09-20 15:00:00,5,15,True,high,11,12,11,5,4,3,54.2
2025-09-20 16:00:00,5,16,True,high,12,7,7,4,2,1,60.4
2025-09-20 17:00:00,5,17,True,high,6,4,4,1,1,2,59.8
2025-09-20 18:00:00,5,18,True,high,13,14,12,6,4,4,61.4
2025-09-20 19:00:00,5,19,True,high,28,28,28,12,12,4,67.4
2025-09-20 20:00:00,5,20,True,high,13,16,15,8,6,2,62.1
2025-09-20 21:00:00,5,21,True,high,20,18,16,9,6,3,52.2
2025-09-20 22:00:00,5,22,True,high,15,9,7,4,4,1,60.6
2025-09-21 06:00:00,6,6,True,high,20,26,24,13,8,5,52.3
2025-09-21 07:00:00,6,7,True,high,19,16,16,8,6,2,74.4
2025-09-21 08:00:00,6,8,True,high,13,7,7,3,3,1,59.5
2025-09-21 09:00:00,6,9,True,high,18,17,17,8,6,3,64.2
2025-09-21 10:00:00,6,10,True,high,17,15,14,6,6,3,66.2
2025-09-21 11:00:00,6,11,True,high,15,14,13,5,5,4,62.8
2025-09-21 12:00:00,6,12,True,high,17,8,6,4,2,2,55.8
2025-09-21 13:00:00,6,13,True,high,22,29,27,14,14,1,66.6
2025-09-21 14:00:00,6,14,True,high,13,8,6,4,2,2,81.0
2025-09-21 15:00:00,6,15,True,high,16,23,23,13,10,0,59.8
2025-09-21 16:00:00,6,16,True,high,12,6,6,3,2,1,63.1
2025-09-21 17:00:00,6,17,True,high,9,6,4,2,2,2,49.8
2025-09-21 18:00:00,6,18,True,high,9,8,6,4,3,1,61.2
2025-09-21 19:00:00,6,19,True,high,10,14,12,8,6,0,58.3
2025-09-21 20:00:00,6,20,True,high,13,11,11,4,3,4,53.5
2025-09-21 21:00:00,6,21,True,high,23,21,21,8,7,6,60.5
2025-09-21 22:00:00,6,22,True,high,13,20,18,10,7,3,62.5
2025-09-22 06:00:00,0,6,False,high,19,21,20,9,7,5,54.7
2025-09-22 07:00:00,0,7,False,high,16,16,15,9,6,1,48.9
2025-09-22 08:00:00,0,8,False,high,19,25,24,13,11,1,48.9
2025-09-22 09:00:00,0,9,False,high,18,15,13,6,6,3,73.0
2025-09-22 10:00:00,0,10,False,high,14,12,11,5,5,2,62.9
2025-09-22 11:00:00,0,11,False,high,10,10,10,5,3,2,39.8
2025-09-22 12:00:00,0,12,False,high,18,23,23,12,10,1,62.5
2025-09-22 13:00:00,0,13,False,high,10,11,9,5,4,2,54.6
2025-09-22 14:00:00,0,14,False,high,9,9,7,4,3,2,57.1
2025-09-22 15:00:00,0,15,False,high,17,15,13,8,7,0,61.1
2025-09-22 16:00:00,0,16,False,high,8,9,8,3,4,2,67.9
2025-09-22 17:00:00,0,17,False,high,13,9,8,3,3,3,65.3
2025-09-22 18:00:00,0,18,False,high,12,12,12,7,4,1,57.8
2025-09-22 19:00:00,0,19,False,high,12,10,8,4,3,3,60.6
2025-09-22 20:00:00,0,20,False,high,21,15,15,8,6,1,66.6
2025-09-22 21:00:00,0,21,False,high,13,12,10,6,4,2,57.2
2025-09-22 22:00:00,0,22,False,high,12,10,8,4,3,3,37.4
2025-09-23 06:00:00,1,6,False,high,17,15,15,6,4,5,56.7
2025-09-23 07:00:00,1,7,False,high,16,20,20,8,9,3,66.5
2025-09-23 08:00:00,1,8,False,high,24,19,18,11,9,0,58.2
2025-09-23 09:00:00,1,9,False,high,8,7,6,3,3,1,54.2
2025-09-23 10:00:00,1,10,False,high,15,17,15,8,7,2,54.7
2025-09-23 11:00:00,1,11,False,high,13,14,13,5,5,4,55.8
2025-09-23 12:00:00,1,12,False,high,7,10,10,5,4,1,66.6
2025-09-23 13:00:00,1,13,False,high,13,16,15,8,5,3,63.2
2025-09-23 14:00:00,1,14,False,high,14,11,9,6,4,1,58.3
2025-09-23 15:00:00,1,15,False,high,14,16,16,7,5,4,73.8
2025-09-23 16:00:00,1,16,False,high,16,15,15,8,6,1,55.7
2025-09-23 17:00:00,1,17,False,high,12,12,12,5,4,3,56.9
2025-09-23 18:00:00,1,18,False,high,16,16,15,8,7,1,52.6
2025-09-23 19:00:00,1,19,False,high,15,14,14,5,6,3,59.0
2025-09-23 20:00:00,1,20,False,high,9,8,6,4,2,2,31.2
2025-09-23 21:00:00,1,21,False,high,17,16,16,8,5,3,55.0
2025-09-23 22:00:00,1,22,False,high,14,12,12,6,5,1,50.5
2025-09-24 06:00:00,2,6,False,high,16,17,15,8,6,3,65.1
2025-09-24 07:00:00,2,7,False,high,12,8,8,3,3,2,41.7
2025-09-24 08:00:00,2,8,False,high,9,6,4,2,2,2,77.6
2025-09-24 09:00:00,2,9,False,high,19,19,19,11,5,3,67.0
2025-09-24 10:00:00,2,10,False,high,23,22,21,9,6,7,48.5
2025-09-24 11:00:00,2,11,False,high,18,19,17,7,8,4,58.4
2025-09-24 12:00:00,2,12,False,high,18,13,11,6,5,2,53.7
2025-09-24 13:00:00,2,13,False,high,14,16,15,7,6,3,60.1
2025-09-24 14:00:00,2,14,False,high,15,13,13,5,6,2,69.3
2025-09-24 15:00:00,2,15,False,high,18,19,19,9,7,3,64.7
2025-09-24 16:00:00,2,16,False,high,27,31,30,15,13,3,55.8
2025-09-24 17:00:00,2,17,False,high,15,10,9,4,3,3,50.3
2025-09-24 18:00:00,2,18,False,high,11,12,10,6,4,2,81.4
2025-09-24 19:00:00,2,19,False,high,15,22,21,8,9,5,72.8
2025-09-24 20:00:00,2,20,False,high,10,10,9,4,3,3,49.1
2025-09-24 21:00:00,2,21,False,high,11,11,11,5,4,2,54.2
2025-09-24 22:00:00,2,22,False,high,9,8,8,4,2,2,48.3
2025-09-25 06:00:00,3,6,False,high,16,23,21,10,7,6,53.9
2025-09-25 07:00:00,3,7,False,high,14,19,17,9,5,5,54.8
2025-09-25 08:00:00,3,8,False,high,19,19,18,9,7,3,45.8
2025-09-25 09:00:00,3,9,False,high,11,11,9,6,3,2,52.9
2025-09-25 10:00:00,3,10,False,high,13,12,10,5,5,2,81.1
2025-09-25 11:00:00,3,11,False,high,17,8,7,4,2,2,36.4
2025-09-25 12:00:00,3,12,False,high,10,11,10,4,5,2,69.7
2025-09-25 13:00:00,3,13,False,high,15,14,14,8,6,0,64.4
2025-09-25 14:00:00,3,14,False,high,15,15,15,8,7,0,50.1
2025-09-25 15:00:00,3,15,False,high,14,20,18,9,6,5,64.4
2025-09-25 16:00:00,3,16,False,high,12,14,14,7,4,3,62.7
2025-09-25 17:00:00,3,17,False,high,11,7,5,3,2,2,63.4
2025-09-25 18:00:00,3,18,False,high,19,25,23,12,10,3,43.7
2025-09-25 19:00:00,3,19,False,high,7,4,4,1,1,2,69.0
2025-09-25 20:00:00,3,20,False,high,14,12,12,6,4,2,63.0
2025-09-25 21:00:00,3,21,False,high,25,32,32,18,10,4,51.4
2025-09-25 22:00:00,3,22,False,high,22,26,25,15,8,3,57.2
2025-09-26 06:00:00,4,6,False,high,12,10,8,5,4,1,51.8
2025-09-26 07:00:00,4,7,False,high,12,11,10,4,5,2,56.0
2025-09-26 08:00:00,4,8,False,high,17,15,15,6,6,3,83.8
2025-09-26 09:00:00,4,9,False,high,23,22,22,13,10,0,53.6
2025-09-26 10:00:00,4,10,False,high,13,16,14,9,6,1,38.5
2025-09-26 11:00:00,4,11,False,high,14,12,10,5,5,2,49.0
2025-09-26 12:00:00,4,12,False,high,16,15,15,7,5,3,47.3
2025-09-26 13:00:00,4,13,False,high,10,12,10,6,3,3,47.1
2025-09-26 14:00:00,4,14,False,high,12,8,6,3,2,3,46.4
2025-09-26 15:00:00,4,15,False,high,9,10,9,4,3,3,72.6
2025-09-26 16:00:00,4,16,False,high,13,10,9,4,3,3,71.6
2025-09-26 17:00:00,4,17,False,high,23,19,19,9,6,4,55.7
2025-09-26 18:00:00,4,18,False,high,8,6,4,2,2,2,76.7
2025-09-26 19:00:00,4,19,False,high,13,13,11,6,4,3,61.5
2025-09-26 20:00:00,4,20,False,high,17,14,13,5,4,5,68.7
2025-09-26 21:00:00,4,21,False,high,10,12,10,6,3,3,55.0
2025-09-26 22:00:00,4,22,False,high,5,4,3,1,1,2,62.0
2025-09-27 06:00:00,5,6,True,high,8,7,6,3,2,2,74.7
2025-09-27 07:00:00,5,7,True,high,16,16,15,7,7,2,57.5
2025-09-27 08:00:00,5,8,True,high,8,5,4,2,2,1,55.8
2025-09-27 09:00:00,5,9,True,high,19,16,14,9,6,1,70.1
2025-09-27 10:00:00,5,10,True,high,12,12,11,6,5,1,68.9
2025-09-27 11:00:00,5,11,True,high,14,18,16,9,7,2,52.9
2025-09-27 12:00:00,5,12,True,high,18,19,17,8,7,4,55.2
2025-09-27 13:00:00,5,13,True,high,11,20,20,8,9,3,58.4
2025-09-27 14:00:00,5,14,True,high,17,16,16,7,6,3,69.2
2025-09-27 15:00:00,5,15,True,high,9,6,5,2,2,2,63.4
2025-09-27 16:00:00,5,16,True,high,22,25,23,14,8,3,53.2
2025-09-27 17:00:00,5,17,True,high,15,19,17,8,9,2,55.0
2025-09-27 18:00:00,5,18,True,high,21,22,22,12,9,1,58.8
2025-09-27 19:00:00,5,19,True,high,12,5,5,2,2,1,62.5
2025-09-27 20:00:00,5,20,True,high,14,12,10,5,4,3,44.7
2025-09-27 21:00:00,5,21,True,high,17,20,18,10,7,3,61.2
2025-09-27 22:00:00,5,22,True,high,13,14,12,7,4,3,76.2
2025-09-28 06:00:00,6,6,True,high,14,12,11,6,4,2,64.0
2025-09-28 07:00:00,6,7,True,high,12,15,14,7,6,2,63.9
2025-09-28 08:00:00,6,8,True,high,11,10,8,4,3,3,41.8
2025-09-28 09:00:00,6,9,True,high,24,22,22,10,8,4,56.9
2025-09-28 10:00:00,6,10,True,high,12,11,11,5,5,1,70.8
2025-09-28 11:00:00,6,11,True,high,15,12,12,5,4,3,59.0
2025-09-28 12:00:00,6,12,True,high,10,11,11,6,4,1,55.7
2025-09-28 13:00:00,6,13,True,high,17,8,6,3,3,2,40.1
2025-09-28 14:00:00,6,14,True,high,15,14,14,6,5,3,49.6
2025-09-28 15:00:00,6,15,True,high,19,16,14,8,4,4,66.9
2025-09-28 16:00:00,6,16,True,high,15,10,10,4,3,3,45.6
2025-09-28 17:00:00,6,17,True,high,17,11,11,6,4,1,52.9
2025-09-28 18:00:00,6,18,True,high,15,12,11,6,3,3,67.6
2025-09-28 19:00:00,6,19,True,high,17,16,15,6,6,4,52.3
2025-09-28 20:00:00,6,20,True,high,17,23,21,13,8,2,66.0
2025-09-28 21:00:00,6,21,True,high,11,10,8,5,3,2,51.3
2025-09-28 22:00:00,6,22,True,high,11,14,12,7,5,2,50.8
2025-09-29 06:00:00,0,6,False,high,14,15,14,8,5,2,53.6
2025-09-29 07:00:00,0,7,False,high,17,17,16,9,7,1,39.0
2025-09-29 08:00:00,0,8,False,high,13,15,14,8,6,1,57.0
2025-09-29 09:00:00,0,9,False,high,21,25,25,12,7,6,47.7
2025-09-29 10:00:00,0,10,False,high,17,10,9,5,4,1,49.0
2025-09-29 11:00:00,0,11,False,high,13,12,11,5,4,3,62.5
2025-09-29 12:00:00,0,12,False,high,22,17,16,7,7,3,72.7
2025-09-29 13:00:00,0,13,False,high,28,29,27,14,12,3,68.3
2025-09-29 14:00:00,0,14,False,high,20,28,28,15,10,3,59.3
2025-09-29 15:00:00,0,15,False,high,21,17,17,7,7,3,43.9
2025-09-29 16:00:00,0,16,False,high,11,10,10,4,3,3,73.2
2025-09-29 17:00:00,0,17,False,high,12,13,11,5,4,4,53.2
2025-09-29 18:00:00,0,18,False,high,19,23,22,11,10,2,49.0
2025-09-29 19:00:00,0,19,False,high,16,14,14,7,4,3,58.2
2025-09-29 20:00:00,0,20,False,high,7,7,6,3,2,2,47.0
2025-09-29 21:00:00,0,21,False,high,14,15,14,8,4,3,44.9
2025-09-29 22:00:00,0,22,False,high,14,18,16,8,8,2,65.3
2025-09-30 06:00:00,1,6,False,high,17,16,16,7,7,2,50.4
2025-09-30 07:00:00,1,7,False,high,10,8,7,4,3,1,67.0
2025-09-30 08:00:00,1,8,False,high,11,8,6,3,2,3,74.4
2025-09-30 09:00:00,1,9,False,high,14,15,14,8,7,0,63.2
2025-09-30 10:00:00,1,10,False,high,11,14,12,6,6,2,66.6
2025-09-30 11:00:00,1,11,False,high,12,10,10,4,4,2,61.6
2025-09-30 12:00:00,1,12,False,high,13,16,15,8,6,2,63.1
2025-09-30 13:00:00,1,13,False,high,7,8,7,4,3,1,56.3
2025-09-30 14:00:00,1,14,False,high,20,19,19,8,6,5,49.2
2025-09-30 15:00:00,1,15,False,high,10,9,7,4,3,2,49.2
2025-09-30 16:00:00,1,16,False,high,11,13,12,7,4,2,59.9
2025-09-30 17:00:00,1,17,False,high,9,7,6,4,2,1,45.7
2025-09-30 18:00:00,1,18,False,high,16,20,18,10,8,2,71.5
2025-09-30 19:00:00,1,19,False,high,12,10,10,4,4,2,43.2
2025-09-30 20:00:00,1,20,False,high,13,15,14,8,5,2,54.9
2025-09-30 21:00:00,1,21,False,high,7,8,7,4,3,1,59.7
2025-09-30 22:00:00,1,22,False,high,12,15,13,8,4,3,46.9
2025-10-01 06:00:00,2,6,False,moderate,7,5,5,1,2,2,58.5
2025-10-01 07:00:00,2,7,False,moderate,8,11,9,3,4,4,61.4
2025-10-01 08:00:00,2,8,False,moderate,12,15,15,3,5,7,55.4
2025-10-01 09:00:00,2,9,False,moderate,16,15,14,5,5,5,52.1
2025-10-01 10:00:00,2,10,False,moderate,16,9,9,2,2,5,60.5
2025-10-01 11:00:00,2,11,False,moderate,6,5,4,1,1,3,54.5
2025-10-01 12:00:00,2,12,False,moderate,6,5,5,1,2,2,55.3
2025-10-01 13:00:00,2,13,False,moderate,10,13,12,4,5,4,46.7
2025-10-01 14:00:00,2,14,False,moderate,9,10,8,3,3,4,68.6
2025-10-01 15:00:00,2,15,False,moderate,10,10,9,3,4,3,55.6
2025-10-01 16:00:00,2,16,False,moderate,11,12,12,3,4,5,42.0
2025-10-01 17:00:00,2,17,False,moderate,11,9,7,2,3,4,61.1
2025-10-01 18:00:00,2,18,False,moderate,10,9,7,3,3,3,44.3
2025-10-01 19:00:00,2,19,False,moderate,9,4,4,1,1,2,67.0
2025-10-01 20:00:00,2,20,False,moderate,7,4,4,1,1,2,76.3
2025-10-01 21:00:00,2,21,False,moderate,11,5,3,1,2,2,54.7
2025-10-01 22:00:00,2,22,False,moderate,14,13,12,2,5,6,55.8
2025-10-02 06:00:00,3,6,False,moderate,8,10,10,2,3,5,66.6
2025-10-02 07:00:00,3,7,False,moderate,11,12,12,4,4,4,55.1
2025-10-02 08:00:00,3,8,False,moderate,11,16,14,3,6,7,71.5
2025-10-02 09:00:00,3,9,False,moderate,9,8,8,3,2,3,83.5
2025-10-02 10:00:00,3,10,False,moderate,9,13,12,4,4,5,69.4
2025-10-02 11:00:00,3,11,False,moderate,4,3,2,0,1,2,39.2
2025-10-02 12:00:00,3,12,False,moderate,13,11,9,3,4,4,53.5
2025-10-02 13:00:00,3,13,False,moderate,13,6,4,1,2,3,60.5
2025-10-02 14:00:00,3,14,False,moderate,8,4,3,1,1,2,72.1
2025-10-02 15:00:00,3,15,False,moderate,16,15,15,5,5,5,44.6
2025-10-02 16:00:00,3,16,False,moderate,6,7,7,2,2,3,55.5
2025-10-02 17:00:00,3,17,False,moderate,9,6,6,1,2,3,51.8
2025-10-02 18:00:00,3,18,False,moderate,9,7,6,2,2,3,69.6
2025-10-02 19:00:00,3,19,False,moderate,10,13,12,3,6,4,63.9
2025-10-02 20:00:00,3,20,False,moderate,7,6,5,1,2,3,62.5
2025-10-02 21:00:00,3,21,False,moderate,10,15,14,5,7,3,56.8
2025-10-02 22:00:00,3,22,False,moderate,8,8,6,2,3,3,48.9
2025-10-03 06:00:00,4,6,False,moderate,11,7,7,2,2,3,58.2
2025-10-03 07:00:00,4,7,False,moderate,11,14,14,3,5,6,54.8
2025-10-03 08:00:00,4,8,False,moderate,12,10,8,3,4,3,50.3
2025-10-03 09:00:00,4,9,False,moderate,11,7,6,1,2,4,62.7
2025-10-03 10:00:00,4,10,False,moderate,8,9,8,3,3,3,52.2
2025-10-03 11:00:00,4,11,False,moderate,12,10,8,2,3,5,59.9
2025-10-03 12:00:00,4,12,False,moderate,9,4,3,1,1,2,68.4
2025-10-03 13:00:00,4,13,False,moderate,12,7,5,1,2,4,55.8
2025-10-03 14:00:00,4,14,False,moderate,11,10,8,2,4,4,60.6
